,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
u.s.,-0.014727574,0.78913015,-0.75488394,0.19850709,-0.28397363,0.3272376,0.6140477,-1.8144982,1.4531009,-1.4875876,0.41358808,1.4881196,-1.7128086,-1.3133967,1.0251172,-0.2541988,-0.85361665,1.4656639,2.6759195,1.8378404,-1.6630096,3.8721519,2.3825865,-1.830938,1.1701261,-0.32547632,0.777925,1.8928988,2.4007173,-0.80466545,-0.12807168,2.3727007,-0.77257526,1.0025095,-1.5273558,-0.75603324,-2.187809,1.8693068,0.5895282,-1.0333279,-1.7784095,1.5545447,-1.4100121,-1.0348934,-2.384869,0.3885325,0.5813747,1.622635,-0.8411526,-2.1799657,0.5271014,-0.6589207,0.33309832,1.5090811,-0.8670647,2.8473294,1.7672759,-1.3801533,0.8731365,0.8258487,0.26222548,-2.4029012,-1.8448619,-2.307768,2.4079113,-0.11112472,0.96073866,-3.0325356,3.0072043,0.24449371,-0.6231628,1.5078865,0.7417183,4.2477503,3.3079877,-1.5572172,-1.8967373,3.6495857,3.2041585,-0.09493462,0.82161236,4.7909346,1.6671284,0.7942674,1.5016143,-1.690233,-0.80775845,1.3760649,-2.3849387,-0.03423186,1.1689783,-2.560712,2.6498678,-2.5012283,1.1107384,0.81292236,-1.1892776,1.0673636,-2.7199323,-2.6321075,-1.1468765,0.9998021,-1.010383,-0.6679859,2.7330813,0.9027174,-0.3625742,-1.7375458,-3.4897747,2.093831,-0.10772135,0.73268795,0.15400161,2.2089717,-1.2975428,-0.300131,0.6891176,0.7679297,-1.4982728,3.2529387,-0.23082243,-0.69954824,-1.1185168,-0.36493313,0.96099585,0.8534199,2.9170015,1.4269593,-1.1017436,0.8503749,0.31141815,-0.7482885,-2.5490756,-2.7230642,0.07856653,0.8358037,1.6776986,1.1473489,0.08193916,0.5866009,-0.063092075,-0.98966825,1.3449693,-0.65550166,0.4352376,-1.0854381,1.1825688,-2.483955,-0.13863085,0.7221683,0.69949365,0.6548325,-1.1248834,-1.1455847,0.05290345,-1.6461332,1.7400229,-1.193256,-2.5456967,-2.452126,0.28628793,-3.4464726,-2.6286204,-0.6779588,0.78833616,-2.1273913,-0.49540338,-1.0221574,-1.1227386,-1.9278506,2.0157292,0.46343723,-0.5035286,3.2558913,-1.1132243,-3.5243034,1.7902186,-0.38210863,4.006309,-1.4732646,2.870455,-2.0685525,-2.8208241,-2.914621,1.033481,-0.47260675,-1.802527,0.4424244,-3.9185114,1.2085989,-3.0616224,2.365235,-1.2569146,0.15771545,-0.8022576,0.7480482,1.9429533,1.9434227,-0.9252722,-2.0515778
police,2.0120037,-0.6164321,-3.221281,-1.9292816,-1.1202698,-2.882803,2.3014839,-2.943522,4.197071,0.7957128,-1.7921244,3.688842,-0.21759553,-3.1902654,-1.3902775,1.1155821,-0.76609296,-1.6511738,0.63963383,1.7186382,0.38624343,-0.6039352,-1.069673,-3.8476086,-0.09376494,0.1603977,4.9863844,1.8020355,0.4658815,0.3724616,2.4890528,-2.4701505,1.7605532,-0.889973,1.3661408,-1.665351,1.5450695,-0.80797744,-0.29941913,2.9045246,-0.12616347,2.9133203,0.7520765,-1.3745944,0.46468177,0.75971854,-1.3769327,1.8487833,-1.8315525,-1.0331168,-1.9199083,3.0719898,2.8729806,-2.8429828,0.053106096,-0.24524383,2.5226681,0.96431106,4.6560373,-2.9068165,2.9401293,-4.0230618,-2.1181786,1.8434385,3.530322,0.1529906,-1.2388585,0.3732306,-4.7196507,3.3667305,-4.4333076,0.16558224,-1.751516,-3.0417888,0.11472561,-1.2538105,1.4086416,-0.070857175,1.2203926,2.9891577,-4.4292054,1.6733623,-2.8510537,-1.4167391,-2.6192367,0.8572268,-2.0169327,-0.5808283,1.387671,-2.356334,0.3153745,0.07399096,0.044458702,2.3393555,2.3770323,-3.108909,-2.0948818,1.3061119,-1.7154022,-3.7406669,3.8689904,-1.9605664,-5.577009,-2.6572833,1.7297292,3.2739747,-4.119529,1.9407345,-0.8054684,-0.17203073,0.66671544,2.6007013,0.987563,1.4765099,0.33181706,6.0235467,-0.14507645,2.7486973,1.013679,-1.3137646,-2.2054985,-2.5226624,-3.0854905,1.6328809,1.745826,-1.8593462,2.0855641,1.7962908,-3.1271307,-0.9512092,-0.8126827,5.201581,0.68046236,-5.1093974,0.9377773,-1.2492001,-1.1244286,-2.299019,-2.749261,-0.8245854,-0.33560017,-0.5535203,-1.07425,0.116372816,0.37641373,-1.502012,-1.6015191,-0.25080618,1.2994573,-0.24222673,1.2722639,-0.68673706,-0.8051075,1.8968775,0.13254857,0.72293484,-1.4595476,-1.1681737,-1.6516867,1.1115026,-1.0190563,-3.773379,0.9530939,-0.046362996,-3.2214458,0.81796086,3.346181,1.0572019,2.3223479,-2.2656517,2.142083,-1.4364628,1.1406181,2.0833998,1.1157451,0.08601699,0.7226105,3.8690648,0.7892362,0.082987875,1.1936605,0.88126713,4.168354,-1.2888309,3.6160898,0.016020551,1.0887861,-2.078885,-1.3611276,1.0493119,0.43941712,6.009579,-2.1657917,3.2773738,1.7106663,2.4911237,-1.6314402,1.9800233,-0.978754,-1.2030171
president,-2.2696502,1.6892059,2.153639,2.221043,-0.78427875,2.9042706,2.2066927,0.3514349,-0.8218984,1.687946,-0.435446,1.7800893,0.51765627,-2.867083,-1.2848537,2.797718,3.5348115,-0.9457253,-3.687477,0.40344107,-0.847725,3.316793,0.1739769,-0.7357002,0.25388828,0.030235419,1.1019931,-0.5895336,3.6585863,-1.296702,-0.4558416,1.1808656,-1.1047392,4.768964,-1.7107368,1.1380018,-2.7692878,-1.4227115,3.121532,-1.6839429,0.120786764,-0.04254867,-1.4140912,-2.4321237,-0.8720124,0.32546985,0.07478857,-1.5425278,-1.4718914,-0.9626072,-1.9269313,-0.41952828,-0.40437365,-0.06057704,-2.1978986,-0.39458838,4.1251736,-2.0784948,1.4950908,1.5409999,0.19062407,-0.6992255,2.1980457,0.70071685,-5.823805,-1.3420676,0.44643927,-0.20690401,-0.48407578,0.33721304,-0.60865045,0.25085777,-0.50344515,2.7224379,1.958558,0.41695774,-2.1733222,-3.2686691,0.18674502,1.4533179,5.134395,-1.075182,-1.4653836,2.651648,1.3220615,-4.2963567,-1.1134886,-2.5515206,-1.1665045,-1.4211379,0.9541975,-0.8612047,-2.230242,-3.531912,4.1468763,1.5277662,-1.1069385,0.5818279,0.1934205,-0.17485115,-0.27194217,0.5308355,-0.90865487,-0.70871025,2.4706242,-1.2897214,-0.9010783,1.714795,1.523004,-0.4621173,0.45443395,3.1590748,-1.0233879,-1.5586878,0.10998634,-2.9586053,1.0600333,0.5618196,0.58984905,2.2302606,-1.6808408,4.6218534,2.0434759,1.9808688,1.6500235,-4.975177,-2.051956,2.5487015,-3.0678132,1.3677279,2.065442,-2.3780875,1.8182548,3.8203166,-3.4327283,-0.5117619,2.4198272,-1.5415559,0.02117374,3.1203387,-3.108327,-1.8461368,2.445561,-2.1063125,-0.64863485,-0.40877235,-0.69117326,0.83738565,-0.9888144,1.2077034,0.90105176,-0.33134404,1.4725258,-4.479754,3.2675757,0.82254684,0.46457586,2.215526,2.8877366,-0.8938512,0.36881688,-1.5584462,-0.31471375,1.591448,-0.6305886,-3.0058537,3.1787841,-0.20912096,0.795836,1.1023866,-2.3638444,0.16981713,2.074743,1.4812789,-0.73372465,-0.0654693,2.5142162,-5.1362443,-0.054886248,0.3122841,-1.6779743,-3.912568,-0.37481222,-2.1916883,0.025219059,-0.68910104,-0.77714694,-1.1494043,4.472835,1.7597901,-0.03842964,-2.3356948,-2.123789,-0.4182809,-0.51696247,-1.2728243,-1.6423422,1.2724988,-1.219015,-0.8569211
report,2.3309317,1.6817949,-3.477118,1.8622454,-0.21556474,-1.5795158,2.3712049,-2.4273815,2.5445306,0.036346033,0.10392044,1.9818652,0.8409543,-1.2462468,0.20732468,-3.551008,0.0623663,-3.236032,-1.24024,0.3393163,-0.8361096,2.7874265,-1.585141,-0.40663293,-1.4619843,-1.3220495,0.24126165,2.7684038,-0.95044565,-0.28740752,1.0451034,1.06941,-0.20438047,-3.5126357,2.9879725,-2.5445976,0.30384985,-2.7921264,-0.5189678,-0.8509754,-3.398451,2.1563392,-5.225685,-0.5812629,1.506312,-0.18205428,0.9689575,2.7669523,-0.37426782,-3.2181978,-0.28909975,0.5815359,-1.8242136,0.72833914,3.1394513,1.4167958,-0.5650453,-0.4625967,0.68106675,0.857733,0.9785199,1.4795338,-1.4984715,-3.172045,0.9055889,-0.79787266,-0.47311834,-6.2249928,1.4637471,-1.88544,1.5832824,1.2112949,-0.89781606,-1.9891138,-1.3806473,-3.956549,0.4304844,0.9778551,2.2944286,-0.75496155,-2.200947,2.903417,0.5950518,-2.330463,-1.9193934,3.6547122,0.018660272,-1.6971606,2.1622558,0.12105616,0.663951,-1.1275395,0.9478927,-1.8950176,0.6723623,-1.8100365,-0.3645265,1.6493436,-2.2173998,-0.6083397,0.7631932,0.6012511,2.590641,0.29493365,1.5182518,2.940447,-0.5427436,1.8639467,-0.53368235,0.75095075,-0.6494412,-2.120821,-0.1406647,-2.3557599,-2.8547876,1.7521036,-2.9073687,1.3606838,1.9880457,5.658982,0.741388,-0.26721704,2.7362983,-1.1394879,-0.8704114,1.1876984,1.9377235,-1.3165144,-3.070965,-1.2026887,-0.5223532,2.350906,-0.51406217,-3.0990295,-2.2756715,-3.463558,-0.044590425,-0.7531272,-3.1290598,0.92650986,0.33305386,0.48120427,0.4426202,2.4455624,0.6623494,-0.1573477,-1.1879821,-2.184983,0.7095508,1.2809415,-0.13120466,2.5780566,1.019131,-0.40570018,2.5074906,0.15753047,0.41828588,1.2001995,-1.5797739,-1.6341205,0.07342702,-3.5144277,-0.41727564,-2.7098541,1.0174105,0.24998449,2.8176293,-1.4467673,-0.14361307,-2.2824028,-4.2161965,1.9948332,0.83886933,2.9086914,-0.5449632,0.7748366,1.1525652,-1.2399783,1.4209712,1.1130879,2.7134943,-1.5341439,-2.64147,-0.2042766,-0.34583157,2.7578409,2.0006666,0.025370669,1.1972796,-0.82505894,-0.4307373,0.2950926,-2.9215286,0.38241932,3.4045997,3.061441,-1.086352,-0.77408946,0.43042856,0.55393094
day,-2.116075,2.0559435,-0.7268698,-0.6239872,0.8897514,1.486967,-2.3933847,-1.1849297,1.6434077,-2.246657,-0.2251811,-0.74124664,-1.8805039,-2.073022,1.6249176,0.19944434,-0.77598125,0.75484776,1.8768449,1.8868344,-2.1616447,-0.2687787,-1.7254838,-1.4102646,-1.5842562,3.4704447,0.7309936,0.75970066,3.064914,-1.9632579,0.08584198,1.7931706,2.7465112,0.6713687,-1.5288649,-3.812092,-0.6825828,-2.0513802,0.452586,2.7105198,-0.40533695,1.1266332,-1.5867383,-1.7605188,-1.893841,0.7249913,1.2200755,1.2230883,-1.7082487,4.51838,1.566328,-0.42034432,-3.9646409,2.6185935,1.7380483,-1.4193237,1.6846974,4.047657,2.7339373,2.1921813,-2.0812092,0.42332244,-0.6806191,6.9844503,-0.72643816,-3.123714,0.033311844,-2.308585,-0.9527299,-0.24568711,5.437276,3.88041,0.3002651,1.3546507,1.3445406,-2.6201646,-0.30304316,-1.3798175,-0.786411,0.7743445,-1.065463,0.14386873,5.053647,-1.1387206,-1.270479,0.58175534,-2.1892025,-0.9921758,-0.38907862,0.31001574,0.90853125,-0.0937487,0.43159476,0.21920173,0.03752028,-0.07828407,-1.1624736,3.176695,-1.6195946,-1.2841146,0.9352058,-1.6673809,-5.382305,-0.6521439,-2.8195968,-0.097265676,-1.2222377,1.1799145,1.6515795,1.2898685,-0.73812324,4.479515,0.35089627,2.9324994,0.55154985,2.4572334,-1.6772647,-0.19848633,2.3332539,-0.44644928,1.9323895,0.39926958,2.4198565,2.9184186,2.149713,2.9965281,-0.65333545,-3.1798203,-0.20259503,0.01537135,2.633872,1.7073935,-0.7430838,0.29466334,1.1130087,-2.5627646,-1.7153432,-1.0631648,2.018977,-1.8656573,-1.9160888,-1.048292,1.2982843,1.4830017,2.4105825,1.6470677,1.1120384,1.6345228,0.37426606,-0.8399166,1.1968241,-0.18860166,1.0763613,-2.138872,3.0486572,-4.324004,-0.6824834,-0.9766846,-1.5460966,-4.344569,1.7966288,2.0144756,0.23774175,3.0677233,1.7641367,0.70085096,2.6117325,-1.7810605,-1.1763653,0.17711613,-0.71822155,2.1802602,-2.9178343,-0.13654295,-1.107966,0.53852797,-0.3222581,0.8942402,2.0305302,-1.1440449,0.6919445,-0.909394,-0.7858215,0.9028997,2.4885037,-1.0104204,2.0684845,-1.5757167,2.1460192,-1.903222,-1.588188,0.92509085,1.7113266,0.4142006,-1.3893517,-0.6447166,0.8108871,3.4354095,-2.648931,3.2168934
first,3.4540448,-0.17041008,-0.042295657,0.4329866,-0.4002093,0.7039528,1.6069856,0.29501638,-2.5735052,-2.0050807,1.7253964,-0.48671737,0.881054,-2.8633804,-0.13677238,3.5532086,1.3820274,-0.14087597,0.91715217,0.025533982,1.6767576,3.4547951,-0.99777484,-1.5279585,0.21056993,2.3073337,-3.7270734,-1.5751096,3.8992422,-0.28317583,-3.42183,2.9250169,0.6058669,-0.23006758,2.5896528,-0.21568426,-1.8446586,1.6170093,0.35176116,0.08662505,-0.5145994,-0.029230975,-2.040119,2.0472455,0.16867222,-0.15686774,-0.46419463,1.0664182,-0.21107116,0.55027777,-1.7362673,-1.8053256,0.95386326,-0.8501973,-1.359007,-0.8927993,-0.3052841,2.2640502,4.0915194,1.4498746,-0.3976162,-2.8401074,1.5507008,-0.7715091,0.276475,-2.4837942,-2.3913734,-0.032492828,1.7296517,-3.4589458,-1.2171152,-1.2410655,1.4307029,2.1384044,-2.5177722,1.4278076,-0.82506824,0.42143247,-0.113613166,3.382953,-1.9159958,0.8236836,2.4068134,-0.69415236,-0.97600025,-0.7006195,-0.98392886,-1.2125527,0.24645585,-0.59611565,-0.113823265,-1.3612921,0.49423277,-0.81855726,-1.1416149,-2.0140622,-3.4583657,0.9718479,1.2583711,1.4796611,0.1769394,1.1428919,-0.66060895,0.72393805,-0.9277077,-1.0444233,-0.98855144,1.252604,-0.14837629,2.8532012,-1.3831035,2.8925235,0.55916053,0.5113342,1.1643447,1.9219104,0.18379748,0.631209,-0.5482804,3.7123117,1.3550893,-1.6357889,0.30854735,1.1808578,-0.97430426,1.7079057,-0.77981,3.8085608,0.3158922,-1.0580857,-1.5905432,-2.0725763,-0.18026051,-0.7074786,2.3066401,1.4672176,0.18239097,1.2617378,1.2993736,1.2443669,-0.25827163,-1.5943152,2.5170171,1.3893723,1.5817138,-0.52500695,-1.1781546,2.4876425,1.4271736,1.0262227,0.23136516,-0.8271957,0.64276195,-0.009219558,-0.36701724,0.09142408,-0.09558831,0.8318866,3.1508665,-3.3672514,3.282334,1.6645473,-1.6211504,0.87091196,-1.8675065,1.6817993,-1.169051,3.1760786,2.5194974,-1.0757475,-1.1619271,1.7021666,1.2950577,-1.8145639,-1.9766735,-3.6198277,0.8819628,0.35948786,5.0191865,3.1628397,-0.5208371,-1.0600127,-1.6355486,2.748645,3.0955334,0.378053,0.92239326,0.03966214,-0.86209935,-0.09502068,-3.9651468,-1.0030229,-1.7984617,-1.2160096,2.4752352,-1.4096311,-0.07836778,1.6050684,0.44343778,-1.2814466
accord,1.3117516,0.4505366,-1.9126917,3.2110827,-2.872482,2.1108143,4.1436534,-0.34850314,1.3665557,-2.306981,-2.8680847,1.478969,0.86883336,-2.6043417,-2.8118753,-2.0830925,-1.4857473,0.2657619,-1.1078115,-0.21240468,2.0313451,-0.21640383,1.1032369,0.8943084,-3.8012934,-0.8232516,1.5617003,1.1185278,2.6783798,-0.074520305,-2.278104,-0.58220965,1.8611242,-2.1271524,2.0279284,-0.8936745,-0.86516005,-1.175563,-0.1951836,-3.5543928,-1.8614221,0.8510642,-0.90529346,1.0937817,-1.0881084,0.060726397,1.1519127,2.5059872,-0.5011447,-3.0697942,2.3311167,0.08472711,-0.3291784,0.6581812,1.8549304,-0.0008427078,0.43210614,-0.8013987,1.5787265,2.4418423,-0.22572643,-1.7156993,1.1516572,-0.36764303,-2.0777535,-2.0078042,-1.0928481,0.71091324,3.6248946,1.3118014,3.0248399,0.37099963,-2.3138797,0.90746486,-0.7136081,-0.03605767,-0.16304755,2.5387897,2.494984,-1.2132407,-1.2131734,2.711554,1.7643518,0.022331469,-2.4397476,-0.42586204,-0.0021494357,1.0580553,0.9869502,1.6783543,-2.4734576,-0.8401355,-1.9502375,-1.7890435,-2.4228408,-2.4232183,2.802518,2.1521003,-3.9280746,0.5285863,3.7592175,-2.1564946,3.159834,-0.4276731,0.66206664,-0.8639081,2.546035,2.7452426,2.0677893,-0.41291824,1.0265303,-0.64451104,0.093320094,0.022024747,-2.0774603,2.6224046,-0.2878398,0.16397014,0.41725934,1.494619,-1.209898,-1.0926108,-0.17684467,0.42003635,-3.29443,-0.034150235,-0.25393516,-1.37953,-1.2634033,2.54719,0.46017417,2.192078,1.9288051,-5.313202,-1.2528657,-0.57158685,1.7856095,2.1615613,0.88930017,0.79874337,1.2853504,2.2620435,1.8097091,0.8952678,-1.1204835,-2.263662,-4.22744,0.9860813,1.6143342,5.255624,-0.07983761,2.1889582,0.6006489,-1.5980932,0.47838297,1.2834121,-0.09185553,-1.3176794,0.5887392,0.47481504,3.2462525,1.2276336,-3.2456686,-0.55667126,-0.102911495,0.93158907,0.7348242,-1.2489395,-1.6623718,-3.1756806,-1.6362882,1.5030216,-0.20225905,1.6287537,-2.8099096,1.460335,-0.5938631,-1.7499896,2.3115933,0.11893813,0.32981858,0.8608375,-1.5092332,0.8879034,-1.0498947,0.43793878,2.643919,-1.1067647,-0.5435212,-0.68791795,-0.11735448,0.81671613,-0.062071685,2.3260171,-0.95413166,0.8164693,-0.21213152,3.6299868,0.6013997,-1.7048979
know,-1.8097706,1.3335826,1.1561389,-2.1878428,2.3524508,0.12030888,-1.54415,-3.692469,-0.10942506,2.1218202,-1.8796669,-2.5965407,-1.2754148,-1.6788467,-0.18849699,0.5865649,-0.56297153,-1.1131551,0.39893258,-1.5025377,-1.1404487,0.6646282,-0.6230956,1.6061014,1.4419049,0.44254327,1.2199066,-1.3296299,0.4576496,-1.8503317,-0.17570463,-0.8816258,-0.101897694,-0.46678257,-0.6269521,-2.0539224,-2.9566362,-1.2167823,-0.64553493,0.2550954,1.6224537,-1.3968341,-1.7440627,1.3875825,-0.0685522,1.2306585,0.97880757,1.159744,-0.7293718,-0.26790997,-0.13793297,-1.9950714,-0.48278862,0.33815733,-0.717245,0.48225987,0.44558504,0.7816764,1.2995833,1.6641854,-0.47805682,-0.4854169,0.7867362,-1.451773,-2.3593998,1.0204813,-2.2505012,2.3664243,0.59443593,-2.5092428,-0.040796347,-2.0359654,-0.9648373,2.1756308,-1.9321659,1.6150069,-3.0083969,2.7805843,-0.19962645,-2.0447903,-1.0620676,0.27788708,1.1640847,1.8452203,-0.30811056,-0.5607493,-0.058579423,-0.14048253,-0.033863146,-1.1688256,-0.9154314,-2.3975813,-0.61170894,2.4404297,-2.3370287,0.7174566,-1.5079452,0.3357583,-0.6237171,-1.8747653,0.43251574,-2.0422506,-1.1830132,-0.37764016,2.9921498,0.51415265,-5.4159927,2.7351646,0.19548278,2.2745235,-0.6605529,-0.30023175,2.4297605,-1.3508799,0.34572807,-1.237106,-1.3799074,0.76678294,2.4619834,2.1680188,1.3523161,-1.0010742,0.8068424,1.401031,1.7980769,0.94956523,-1.0356042,0.99912035,-0.57498515,-0.28185257,-0.5783949,1.4209133,1.5156757,0.490727,1.0360405,1.4515265,-1.8196864,2.3074658,0.48896155,0.599015,0.52689147,1.1312354,-0.65086484,1.35388,1.739829,5.2820463,-0.8608178,3.0327392,1.9399605,-1.1702638,0.07026291,2.7471304,2.427255,-0.44666848,0.5700534,0.37652218,-1.5795811,-0.2065921,0.8992463,1.328778,2.209402,0.68579763,1.5026242,4.8401537,0.7501757,0.059648916,0.36290336,-1.7674071,1.5378317,-0.6671695,0.1728291,1.0585485,-2.4244049,0.22653106,-1.1985884,-2.0925636,-2.3471546,1.2796495,2.7511754,2.0950313,3.415289,-1.3319861,0.17990729,0.49514166,-2.4279857,0.0828045,0.09610837,1.0883076,3.407773,-1.7602482,0.7912896,1.6820616,0.16185449,-1.1687521,2.9601417,-2.6382804,-0.898593,0.88023716,0.44039243,1.1769694
last,1.9512737,3.4181237,1.1123464,-3.851476,-1.2236755,-0.21964626,1.1569283,0.0719753,-0.7695619,-4.5194993,1.1441464,-1.0032241,-0.6023648,-2.3462367,-0.87346053,2.7221057,-5.950905,-1.229162,1.4167768,-0.6264544,1.0113739,1.9925833,-0.7113331,-1.8432637,0.38477537,1.0744144,-4.9338965,-0.092640325,3.5533543,1.2223092,0.93880874,-2.2441065,3.56587,-2.3493042,1.5570352,3.8288217,0.33020034,1.9873585,-2.2662218,2.067051,-2.1702456,1.1332476,-2.2352562,-0.042270157,1.1353945,4.0919085,-0.42061633,-1.2210699,-2.6913002,-1.3886428,-0.89627886,-0.95999205,0.82363206,-1.3740029,-0.95794225,-1.6886433,-0.9521051,1.312724,1.3692824,-0.15413804,2.9817398,1.4462866,-0.31295142,-1.2030106,0.6891998,-0.9287037,0.2369733,-1.3049859,5.2783055,-3.024629,-1.3792777,-1.0050147,-0.59332544,3.686073,-2.944729,0.879693,2.5300086,0.16910301,-0.5627419,1.164106,-0.9279213,-0.47195935,4.0961676,3.621613,1.192709,0.45557323,0.9626675,-0.30380127,2.049988,-2.2892132,-1.6904527,-2.2296133,-0.48267376,-5.3878856,2.9501998,-1.1541698,-2.1464846,-0.678814,-1.7644042,-0.92385256,2.849185,0.9977479,-0.8119495,-1.1245092,0.38108152,-0.45749718,-0.76002836,2.2666147,-0.13545106,2.7442346,0.583,0.5470903,-0.2419017,-0.3892147,0.75553745,-1.4591156,0.50604576,1.4769849,0.15121143,4.107775,-1.0221338,-0.5072783,-4.2248373,2.1639087,2.1070762,-1.7957796,1.7971096,3.71511,-1.6981813,-1.6019453,-0.98224336,-1.6318111,-1.9730809,-5.6090717,-1.4900999,-0.18194142,1.4644841,0.102488615,1.2302595,-0.5728319,-0.6765328,-0.11694666,-0.27683467,0.35282463,0.123049594,-0.5093208,-0.32933018,0.34222922,3.9673145,3.9625182,0.13044101,-0.530857,0.8115955,-3.7772634,-0.89405245,3.4061015,-0.19985439,-1.3640015,1.4949225,1.1300507,-0.35516378,4.1682343,-3.1255724,0.46294507,0.070826285,1.950918,2.4094276,-0.20390765,1.9372412,-2.3413138,-2.9838657,2.3099546,-0.08099485,-3.955531,-0.9937558,-0.1587217,2.862314,-1.7099631,3.4273953,2.82124,-1.0133651,-1.2230314,-1.5267562,0.9475995,2.8674767,-1.4293019,4.382693,-2.81622,0.014379424,3.1523237,-5.025366,-0.563322,-0.58636683,0.097552486,1.8306463,-1.1468477,-0.42678878,0.14953834,2.666905,-0.18629578
come,0.12260718,3.4739947,1.289562,-0.63687104,2.0865946,-0.7080456,-0.082175896,-0.90057886,-1.4231768,-2.3318975,1.2409917,-2.5715892,1.2460687,-0.5174406,-1.8831203,-0.74072313,1.3161795,0.060278844,0.06911259,1.7329978,-2.3674953,1.5700232,-0.05747728,-0.84894425,-0.9042033,-1.1745164,-0.5727863,-2.052636,2.4458518,-0.61976105,-2.9068694,-0.4699204,0.3695975,-0.87238574,-1.6211138,3.068289,-0.059698023,2.0407948,1.9200717,-0.76446277,0.61439586,-0.4444772,0.7217779,-0.16733138,-1.2305065,0.9108855,-1.5131141,0.81703043,-0.7472988,0.44673786,-0.8861644,-0.007847345,1.4561702,-1.972013,0.7304926,0.16996539,1.4381725,0.015871214,0.968588,-0.29938877,-1.1444582,1.546302,0.429606,-1.864839,-0.10682454,-2.2245266,-1.6998369,0.31557775,2.8740075,-2.517848,1.1292858,0.4469786,-2.779343,2.1883981,-1.0495492,0.7262752,-4.1631613,1.5548476,2.0615914,-0.78447795,-0.6435579,-1.8332343,3.1696305,-0.6904345,0.21333899,0.43687367,-1.3909549,-2.8397486,3.353146,-1.409069,-0.41697603,-3.0457535,-0.008368118,-0.5493748,0.85631245,-3.6730342,-1.723827,-0.11800802,-0.17126882,-0.99414545,0.18956931,-3.4907646,-1.0096817,0.16523431,2.0987778,-0.007071076,-4.348103,0.9720281,-1.396497,2.0146108,-1.8103336,2.4540985,1.5116166,-2.0264215,2.2958384,2.492902,-1.3625599,0.32867515,3.1706595,3.4329333,1.2453378,0.8217623,-1.1129616,3.2513633,0.65087306,1.129922,0.14678907,1.3031771,-1.5751443,-2.564409,-0.4794504,-0.49062535,0.30947444,-2.5171664,-1.3737272,0.59197927,0.82531905,1.8721375,0.66867125,3.7216969,-0.669904,-1.3036457,0.8505715,-0.29146168,0.806752,3.0261328,0.08600561,3.704941,1.516509,-0.14024219,0.03985318,1.0009949,1.348748,-0.8622831,0.42846316,-1.2667304,-3.9098864,-0.3506641,0.35387293,0.40342528,-0.90789926,3.2032568,-0.9695062,2.976723,0.57913333,0.7452412,0.8355063,-0.8657999,1.9202127,0.9797764,-0.45927605,1.1338547,-0.8276144,-0.7513355,-0.3229715,-1.218969,-0.5175316,-1.7831587,1.3290442,0.9376917,1.9118844,-0.67379004,-0.10056141,-0.63026017,0.48181647,1.1365021,-0.7031712,1.5480611,3.0888474,-0.07116002,-1.3368366,-0.62018204,1.4036983,2.2248218,-1.5745115,0.83702296,-1.1556238,0.16072366,1.3226866,0.036121048
