,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
government,0.87521064,-1.1022577,-2.804114,0.025106413,-3.7914827,0.23497184,0.7086659,-3.3145847,0.47771546,1.0956473,0.59032935,1.6949795,-1.1825944,1.2241927,0.3393271,1.7048295,-0.700407,-1.1654397,-1.000738,-0.0020134856,-0.844084,6.419403,-0.21313491,2.741443,2.1817684,-1.5837532,3.216586,1.9062289,2.9497316,1.7127523,-1.7293955,0.97002006,0.35972214,-0.09003218,-2.5399778,2.8777013,-1.191678,1.9584544,0.2232947,-0.31520408,-0.14487906,-1.1583035,2.214844,0.007255273,-3.1608522,1.9606386,1.9166431,-0.10743185,-1.4458421,-1.081747,-1.1854417,-0.5250209,2.786648,0.55431014,2.5275795,-1.2895957,3.9041655,0.3373279,1.4040148,-0.3989364,1.9173341,-0.6717664,-1.6051774,-0.5632512,-1.2110957,0.4758524,2.9597168,-1.566038,1.2962134,-0.82982,1.3938023,-0.61317086,-2.4444842,3.1486678,5.1464057,-1.2600877,-0.74888235,-1.6020762,1.234318,3.053161,-0.34859538,1.9786621,-1.9265661,-1.7048712,0.30283728,1.8023667,-0.79626185,-0.549357,2.8532846,0.87767243,4.3884964,-2.6858225,-3.7742276,0.18161187,-1.0513752,-2.466082,-1.1639266,-1.8100021,-4.0384583,-2.0348017,2.3307533,-0.17433308,-0.8045131,0.1735522,0.019331746,2.0382404,1.4257681,-0.8065073,-2.2054284,-0.0048888926,-1.5539826,0.2514672,-1.2055935,-0.9880249,-2.3264325,-3.816439,-1.9354168,-2.974083,-0.28806,4.3902583,0.1589272,1.591396,1.0098855,1.7208511,1.4713312,-0.5954153,-2.1489208,0.31006515,-2.9871187,2.3489914,1.4414046,-1.9621342,-0.05412364,-0.88450295,-0.9101817,0.29120895,0.6526627,1.1692986,-1.5218685,3.2900088,-6.432291,2.8459346,-0.55417615,-2.8459482,-0.08062012,1.260028,2.4359274,0.8352473,1.9123816,1.2650235,-1.0255674,-0.3274947,0.14821345,-2.2039604,1.9149163,-2.4104536,0.30383867,-0.38292217,0.90233064,0.71469283,-2.172862,-3.4796596,1.8921039,1.7748725,-1.8478991,-1.59471,3.3797348,0.70181835,0.7909198,0.20679693,0.77494013,-0.65378654,3.457773,6.2107234,-0.8788767,-1.108815,-0.14719799,-1.9112098,-2.4942791,-2.2306242,-0.2560444,-1.4402815,-2.0999575,-2.3785958,-0.55559146,0.49683064,-0.5676396,0.38912514,-0.8322227,3.0147505,-2.3238766,-0.72188735,0.021782665,-1.7639197,-1.3682971,2.2973728,0.23011294,-0.26584944,-0.7721977,2.9665859
official,2.0790572,0.01293884,-1.8961911,-0.49038932,0.6425066,-0.59483,1.9787469,-1.4767783,0.098252185,-2.0087752,-2.7183962,2.7364223,-0.74573666,1.2654424,1.3293945,0.58868766,-0.9294432,-1.2706124,-0.18172896,1.4329305,-2.1004388,5.927122,1.0532053,-1.236297,0.853903,-1.0721356,4.5051327,1.8243095,2.5528383,-0.86999977,-0.393125,-1.7015085,2.2549756,1.1948031,0.59713084,2.6771972,-3.3572588,-0.55628717,-0.021653706,0.46084112,-1.233614,1.809967,-2.3285348,-0.0013049538,0.2450956,0.96364784,2.3443117,-3.003162,-1.0817337,0.7691379,-3.6368015,2.4850392,2.332063,0.43990707,1.1224995,-0.5155263,-2.0740259,0.87888944,2.8565364,-1.8358202,0.06318942,2.0772088,-2.5351243,-3.2071786,1.4342599,-5.393186,1.5563738,-1.4465276,-0.16502516,-1.9714177,-0.74675864,0.13822344,-4.1381307,1.3122444,0.26797667,-1.1067113,1.9374294,-1.8434354,0.9582146,0.46686447,-1.2937518,3.9001381,1.2415242,-3.277287,-1.0047272,0.7004987,-0.18690716,-2.487246,1.0700684,-2.3550143,1.5831156,-0.5038063,-0.87507397,-0.7707483,4.637273,0.83961856,-1.0086184,0.5957906,-1.7887999,-1.1605313,0.86208886,-1.214197,1.211498,-0.21197039,0.39406502,1.8016812,-3.1876264,-0.13243996,-2.2818446,-1.4157797,0.96524256,1.9818462,-1.7546519,0.8291861,-1.1334432,0.082656756,-1.1102324,1.8940806,1.9004618,0.52840877,-3.3676717,-0.60801095,-2.3384087,0.7352822,-2.4866936,-2.664077,2.72191,1.1163212,1.3479081,-1.0986074,-0.48921072,3.5564892,1.1439508,0.0125821885,-1.1835548,-2.637214,-0.4810085,-1.8226959,0.6874193,2.3461232,-0.7668192,0.37474945,1.3355559,-1.6829942,0.114739545,-0.6830822,-0.6818416,-3.2614062,1.4317803,1.0654014,-1.4465454,-0.33294123,-1.6932827,-0.115641244,2.0976152,-0.33599365,2.9042683,-1.3807372,0.43499386,-1.3602078,-2.31622,-1.9625242,-0.016756559,-0.37392947,0.5644013,-2.1364627,4.036581,2.4289615,-2.5643823,-1.2214739,-1.0265101,-1.7506697,1.1905441,5.9436536,0.7082568,-1.5765966,2.8180928,1.8649325,1.1483198,-1.6802032,3.8328748,-0.3009961,0.16748323,0.034297258,0.12942712,0.964299,0.30144468,0.69092536,1.1960179,2.3445837,0.47331974,-0.31324446,-1.8729231,-1.3567821,0.73304206,2.3253884,-2.1904738,-0.9703098,-1.6330936,4.2431936
could,0.34413344,0.8058759,1.2899017,-2.70244,1.5728195,-0.6591913,-3.256289,-2.988418,-0.84937483,-2.155101,0.21000609,-0.78851026,1.0606097,1.1194775,1.5070751,0.7601697,1.6866314,-1.4407772,1.6234912,-0.58078295,-0.40219125,1.3623737,-0.7281581,-2.7354105,0.4625537,-1.0403543,0.0703822,1.4291794,1.5743663,-1.5481995,-3.077755,0.43806997,1.0856105,-0.0166601,-0.6088141,-0.85985154,0.37489933,-1.1095134,0.18511347,2.2558854,0.5487009,-0.92054117,1.0536981,0.06454548,-0.28277406,1.3258147,-0.006484648,-1.8905659,-0.441355,0.003321726,-2.818244,-1.5121238,0.6762775,-0.6037676,-1.7001767,-0.15388195,0.49172565,2.300387,3.0702114,3.4872227,0.7820805,1.8582852,-3.0335777,-2.3375158,1.3624092,1.4436936,-2.4976468,0.9379548,2.8289106,-5.709168,2.4112844,-1.4358269,-0.17977554,0.6310788,-1.1895235,-0.50513834,0.26253104,1.2800746,0.688521,-0.06616602,-0.14808539,1.6361108,1.0799062,-1.2738305,0.9351157,1.5939299,-1.9099748,-1.9494919,0.5978809,0.49864334,-0.3160882,-3.6733897,1.1739873,-0.49359244,-1.3016878,2.629797,-0.72698706,0.51943624,-0.42505997,-2.7608159,1.6162865,-2.7101622,-2.3812003,2.4224844,-0.014448741,0.42399144,-2.7590702,0.04565982,-0.63254416,2.203744,0.9129342,1.8032578,1.7117187,0.94322264,0.16294715,-0.7114223,1.1145155,-0.7239528,1.8165505,2.5056548,1.7050575,-1.4437101,-0.39938194,3.8921857,-0.8691458,-0.4205356,-0.77827424,1.9231263,-0.36048248,0.21611513,0.34463492,0.042028002,-0.17900996,2.0260653,0.6092291,-0.22175035,0.07044321,1.5019338,-0.9944011,0.8040597,-1.4004021,4.0482664,-0.48240408,-1.9070967,0.3360758,2.9023786,-0.3675359,2.716703,2.8177433,2.522388,-1.0237659,1.4375054,-0.38733295,-4.8164907,-0.78180987,-0.7519255,-1.0420206,0.6339112,-1.168065,-0.074716784,-1.0467178,-1.7067124,0.02606322,1.0447831,-0.4592148,-0.63788295,1.3645321,-1.1662844,3.2175786,-0.14814809,-0.02836999,1.1153657,-0.12253731,1.9726285,1.095053,0.52413416,-1.5877985,2.880484,2.2068307,1.2071489,2.931552,-0.104050584,2.5475574,-1.1975589,0.09510514,-1.1232375,-0.62364036,3.2930057,-0.02200231,-1.014716,-1.2150224,1.5614752,0.27481788,1.0975327,0.5720255,-1.4518192,-1.2179109,-0.53900146,0.4490072,1.0861762
work,-3.0924637,1.3622446,-1.1844476,-0.64272016,0.7222719,-1.4169685,-0.78882813,-3.4669855,-0.8886639,-1.2843692,0.28287613,-0.9531281,-0.17499825,1.4059486,-1.2427405,-1.6478118,0.17413436,-1.6957699,0.39267823,0.37408724,-1.905959,2.154072,-0.17710333,-0.18584941,1.6923892,-1.6061075,-0.9742683,0.016281916,3.0574827,0.58160216,-0.906747,0.19186568,-0.06001567,-1.1494526,-1.9748647,0.60199934,-1.9132266,-3.6627922,-0.12998892,-1.4522551,1.6424572,-2.6893463,3.3588865,0.6880975,2.5870826,-0.77772564,-0.21601118,-1.488614,2.5752957,0.26825768,-1.5726416,-1.3549998,1.5518804,2.2741318,0.41218117,-0.6668223,-1.7981461,1.0070444,0.43909374,1.8527647,1.8508701,1.4024152,0.2128641,-1.3416139,-0.33458725,-0.41610247,-0.58024865,-1.1269145,0.2574523,-1.8819982,-0.35671636,0.8038754,-2.3374252,1.6820232,0.49864998,0.09767328,-2.8599827,1.573837,4.003928,-1.4126401,-1.3690399,-0.8510321,-1.1950562,-0.079178445,-0.68752235,-1.0796654,0.5661726,0.58995634,-0.76982343,1.5936766,-0.04213694,-3.48892,-1.7561879,1.9428877,0.13037099,-1.5215912,0.3612098,1.7818704,1.8555937,-2.2977927,2.3904474,-3.9506633,-1.8203264,0.4126332,-0.1903721,1.7869387,-0.42179978,-0.07062998,2.2305636,1.6414102,1.2831405,-0.062415592,-1.3037533,0.5889455,-0.47412527,1.8855405,2.7982998,-0.10931108,1.0925782,0.5935629,0.48742986,-0.681756,-0.5532734,-0.15812322,0.63812333,-0.2704061,1.112772,1.3166914,-1.1381212,-1.2063007,2.2837584,-2.096834,2.9598572,-1.8546499,0.9048588,1.8929939,0.18112375,3.4941282,1.748608,-1.05297,-1.4975148,0.7873923,-0.5625281,0.5002274,1.1715443,1.4592701,-0.9974364,2.9983857,0.091365196,-0.15958123,-2.5198307,2.2338243,0.05004788,-0.9935839,1.1527418,1.1136657,-1.6222621,1.4786543,0.7413564,-2.300558,1.640592,1.3015988,-0.24272862,3.4545758,1.8303212,1.6958005,0.5866404,-3.1358802,0.028453924,-1.7173233,-1.8376521,0.77133197,-2.3205774,-0.7057776,-1.1841714,-3.6899261,0.8198016,-0.61074114,1.7669021,1.2229395,-0.34829125,-0.57245475,-2.4341655,-1.9240443,-0.15254442,-1.2889174,-1.4304831,2.9414668,2.268976,-0.69372386,-3.2317936,-0.29260445,1.8322092,2.7693026,1.9970298,-0.86921716,-0.3908592,1.5129848,2.5540812,1.0259455
country,0.7308318,3.5996492,1.6632423,-0.1642091,0.222042,1.1419383,-2.672198,-2.7903628,-2.4806662,3.1786754,-1.0300457,-1.1239628,-0.30624458,-0.5494406,3.6520994,-0.5182657,-2.0843549,0.25375175,1.0204626,0.31878212,1.4171836,2.6908987,2.327018,1.9486902,1.9742295,-1.766236,3.1392164,1.1902549,3.05745,-0.8204023,-0.7985176,1.3965958,-0.044236034,-2.3122618,-1.7081662,1.9925458,-1.2669415,-0.337338,1.2703073,-1.253526,2.0644336,-0.9571408,-1.1113745,0.07843262,-4.053489,-1.2257122,3.064337,-0.14059904,-3.7836642,0.6917157,0.27255288,-2.1496055,0.936985,0.672407,1.9402206,0.6646398,-0.10895246,0.13580824,0.8737168,-0.11178738,-1.1258827,-0.0896467,0.797679,-0.51903325,-0.6406595,0.24032414,2.2677875,-1.0924054,0.714305,0.48377815,3.7781467,-0.2307314,-1.1709418,4.3612247,0.7383055,-1.9364799,-2.9765399,1.288276,0.9291523,1.5363803,2.2214332,-0.2509742,0.6518629,0.38051027,2.0876126,0.6849557,-3.0013797,0.7280911,0.8910764,2.0072107,5.0456386,-2.6651921,1.9813718,-1.4259654,-1.9841886,-1.0703388,-1.390516,0.90456986,0.42895088,-1.0641797,0.010405231,0.62948245,-0.4185394,3.5068324,1.0772158,0.32396352,1.91941,-0.8337222,0.6129769,1.7067592,0.16828607,-0.48489878,-0.07408095,0.35176688,-2.9049187,-2.971321,-1.5159616,0.69599795,-0.15733822,3.105631,-1.238927,-0.27426296,1.4750336,1.1528476,-0.6203017,2.9619284,-0.72728145,3.0436444,-2.4818285,-0.6191233,-0.16637155,0.0803989,-3.1988018,1.4309508,0.5548308,-1.1877351,0.49444434,1.3504035,-0.023226416,1.0269659,-3.6969168,0.4925254,0.619348,-2.9191344,2.8524547,1.0383061,0.54879105,1.2890671,1.448675,-0.8465062,-1.6368272,1.06695,-1.4940152,-1.1678053,-1.196064,0.1015953,0.9150126,0.04634971,-0.6952152,-0.098969094,-0.7091072,-2.3540251,-2.4828012,1.3679028,0.80740005,0.42128855,-0.57002103,0.10149883,0.2629885,3.0273695,-1.1532454,2.9479132,-0.33238637,2.061966,-1.3711711,-0.9806328,-0.27208132,-0.52390265,2.1122127,-2.3652592,-2.3734798,-0.46336272,-2.8569984,0.33241448,3.1564674,-3.025107,-1.9151847,0.06128761,-0.03613396,0.40484133,-1.1997975,-0.17697094,1.7643325,-1.5305605,-4.3137407,-0.36326087,2.1079247,-0.71640295,-0.038329545,2.2869785
like,-2.500341,0.7996982,4.3935833,-2.7373433,1.5750529,-0.7958367,-2.8017101,0.34008685,-2.6514468,1.7462177,1.9749143,-0.8592697,-0.9858904,-0.69993365,-2.9911165,0.69042104,0.24778977,-0.38766187,1.8689556,-1.1405523,-3.333154,-0.6978614,-2.0972054,0.6267135,2.5306168,0.93651664,-1.5918672,-1.2283046,1.2976612,-2.0882335,-0.3995191,-1.2979612,-0.22595425,-1.3407632,-2.1433363,-1.9980339,-0.7465702,1.2015524,-0.6813297,-1.5905521,2.4049118,0.25567827,-1.7861092,1.4146475,0.021745533,-1.2153658,2.1041083,-0.75905794,-1.3205814,0.08082581,-1.9895614,-3.0880635,3.6076667,0.5406455,-0.009548834,0.1100614,-1.6895831,0.9813399,2.4628043,2.592554,-0.9036549,-0.20275255,-0.10153364,-0.9790838,-1.4749026,1.1987174,-2.6138747,1.6301478,1.0040902,-2.2830584,-0.13776423,-3.0290155,1.130427,0.9466343,-0.5258949,1.6914108,0.90942407,-0.42483136,0.2763354,0.20155357,0.57043916,0.26284182,2.0346854,0.63937736,-0.5607602,-2.491658,-2.3514934,0.25354558,2.1926436,-2.0828464,-0.25821522,-2.218335,0.11288341,0.9081528,-0.43680918,0.45940113,-2.6209738,1.8774506,1.8020763,0.19019562,-0.6723875,-2.605344,-1.0784254,0.81242377,5.3186903,-1.0055685,-3.6657696,0.7813304,1.977276,2.4383922,-1.127018,-0.5796965,-0.23090051,0.26829535,-0.30219775,1.0566134,0.060397938,-0.42170033,2.2615628,-0.7720401,1.900828,0.75036794,2.5269759,-2.0876338,1.0536987,-0.096751176,-0.3556603,4.096218,1.2117242,-1.0643392,3.2225308,0.53277946,2.2965786,0.32672775,0.28942809,3.8286538,0.62769413,-0.50522935,-0.19140226,-0.47892922,-0.024685273,2.3423939,0.46351022,1.2773763,0.96027863,4.851598,-0.2669479,3.3048177,1.75831,-1.4211451,0.3786125,0.82516587,1.3476504,1.7196177,-0.69055986,-1.4317862,-2.4896245,0.13939363,1.0310234,-0.4199146,2.4480796,-0.07229759,-0.59354,2.7068424,-1.9649736,2.1152594,-1.5463431,0.6767956,0.98438567,0.4673007,-1.0307498,0.83116263,-2.209693,-0.88305867,-0.51330495,-0.40963307,-2.670886,-0.88796794,-0.6392013,3.059813,2.2193284,0.21316808,2.1922836,0.5818277,-1.4300677,0.01634312,0.61956304,1.484006,2.0803216,-2.7772145,0.23177327,-2.5057504,2.4866278,0.027759641,2.7353706,-2.104567,-1.9791819,1.6362748,0.23875047,-0.9666419
find,-3.323267,2.81258,-0.2730471,-0.53478694,-0.38478494,2.502489,1.8484956,-0.62797284,0.30275932,-3.3933573,-2.4484603,0.8600799,-0.20243265,0.8658663,-0.9943784,-3.0571818,-0.66954076,0.27435067,2.3625302,1.8107525,0.40219185,0.20635061,-1.5428327,1.5072781,2.7553644,0.5039693,-1.5034041,0.34198114,-0.9059936,-1.2358934,-0.049461532,1.3767078,4.3604636,-2.313788,0.04796532,-0.20127682,0.22124197,-0.99656487,0.36686817,0.20129254,1.53791,1.9110719,1.6144578,-0.5504467,1.199021,0.90256006,-1.1752075,0.6882551,1.8938797,-0.5291648,-0.59356517,-1.3462384,0.095605075,-0.720077,1.1370351,-1.1561495,-0.8526139,-0.52525705,2.4266746,-0.8847517,-1.4072129,1.6944368,0.6471983,-4.2706623,-3.450416,3.2188258,-1.0855031,-0.21021123,-0.10522969,-1.335637,-0.4890794,1.7537154,-2.6743119,0.088479646,-0.9770715,-1.9743189,-2.8499565,0.91198164,0.020707252,-0.8255194,-3.3685095,0.03928267,0.40598533,-2.057411,0.18016274,0.5040873,0.36268997,-3.8370814,1.3826953,-0.618767,-2.5171719,-0.2969201,-1.4345417,2.9862828,-1.5908777,-2.9158552,-0.019973531,-0.00068792625,-2.1603026,-2.5362992,1.9330412,-3.0117755,-2.1343567,-1.2249867,1.6673162,-0.59576523,0.123574175,0.489138,-0.62366605,-0.30812413,-1.2675941,3.2187681,1.509263,-1.0104064,3.856494,-0.8133058,1.9077541,3.8229492,1.9019567,2.093601,-0.8735731,-1.7640855,-1.3191578,1.5308203,-0.33699688,1.7273625,2.9829843,-3.5303779,-0.39270198,-0.62985075,-1.6474574,0.18999714,-0.48426592,-0.9783639,-3.5812225,2.6786761,1.7647845,1.7146964,0.932571,-0.30383536,0.6849735,1.6827095,1.5442904,1.0832369,-0.72060025,1.6429374,-2.2899723,2.7872438,-0.22381067,-4.690714,-2.528584,-0.44683433,1.9415547,1.1347718,-0.06590202,-0.9575091,-1.5353211,-0.3310631,0.7397677,1.7613906,2.0135334,3.7607799,-3.9274607,1.2092294,-0.72379535,2.1536942,2.9371238,-0.6899735,0.41546023,-1.4579691,-0.38380015,2.0280344,-0.7258132,1.3648646,0.4578023,0.078603625,-1.8086637,3.5641353,1.2663059,-0.055813037,4.809583,-3.0935924,-0.57163155,0.36299717,-2.4405193,0.9058751,-1.2565755,0.20627496,1.4947195,-0.33807623,2.8524778,1.536903,-0.19722885,0.9841358,0.6269821,-0.48647425,0.6457403,-0.056056716,-0.8032992,-1.3711411
call,1.829107,-0.5399349,-1.6984751,1.7805214,2.085652,-1.2322968,3.3574672,-1.4222673,-0.74298894,1.8879027,0.37267482,-1.0671684,0.78411114,-0.27316448,0.44228777,-1.0885065,0.91772395,1.9194655,-1.9665784,-0.20969112,0.22330047,0.80364925,0.7936943,-0.36150348,1.0618788,-0.6184124,0.16177899,1.9309481,2.341507,-1.8830501,-1.6616373,0.3921987,0.92643124,0.57273096,-0.18595985,0.52156276,-0.75152636,-0.5439323,-2.8050606,0.9593801,-0.6238477,-1.5835247,0.77274317,-0.17925884,-2.668483,1.832646,0.60851663,1.4250704,-0.6141558,-1.5958397,-0.2589283,-1.8644027,-1.1128732,1.769894,1.5346476,0.5589309,-0.15248573,0.11171391,3.3835664,3.1796246,-0.5341687,-0.38855016,0.18629546,-2.3467247,-2.6166403,-3.3980024,-0.52626723,-1.3384376,1.5841225,-0.78379387,-1.1312296,2.57293,-2.2024481,3.027211,1.2304896,-0.78816223,-0.54845035,1.8070275,-0.04256908,-0.1109509,-1.7169111,-2.6199195,-0.0919561,-3.1102376,-0.16723122,2.3996239,-1.3728615,1.1160572,-0.85451514,-0.82516533,-1.0201907,-3.5454068,-0.6927257,-0.4885901,-1.1090041,0.65411735,-1.007003,1.6773554,0.366687,-1.0254384,1.3675227,-2.2969813,-3.5520675,-0.23410004,3.1449625,-1.3584642,-3.5986469,3.5901504,-0.0050725187,0.3348506,-2.3140721,2.141247,1.0462617,0.6391957,1.38082,-1.3164161,-0.20056976,-1.4756554,0.1753704,1.7344908,0.18760379,-0.71652997,1.7982466,-0.24569304,-0.21795219,0.7842504,0.9775221,-0.12807533,2.1035316,-1.3003649,0.14422387,1.1286438,0.23073432,-3.616015,-2.6533542,0.12459382,0.73760045,0.6116399,0.1909215,1.4637127,0.6204409,0.9544715,2.400438,-0.83480746,0.89869344,-1.0954984,0.48662677,-0.6433034,-0.948822,-1.1636472,0.20934044,0.5068329,1.7843837,-2.1444647,-1.3276019,2.5355349,-3.2784703,0.8783738,1.2288496,2.2204115,-0.42855164,-2.2749372,1.1653819,-0.33264452,0.76515627,3.2872398,1.3116772,-2.4966311,-0.731628,-0.7954004,-0.3317247,1.7751408,2.0718374,1.3959529,-2.584452,-1.5279808,-2.3179567,-3.6560683,0.99948937,-0.3793319,0.7250385,0.9487195,-0.25872287,1.1949681,-0.7774716,-1.4619596,1.7131962,1.4910886,2.557432,0.8040103,-0.5417982,-0.34027925,1.4658492,1.5786604,1.8077328,-3.6098998,-2.762442,3.4296021,0.68696547,-0.9551609
world,0.6440233,4.103059,2.9738593,-3.502231,-0.94963676,-0.7625246,-5.158719,-0.13429557,-1.8211678,0.39411467,0.6830919,-2.9872918,-1.5400202,0.57685614,4.7531543,0.6168684,3.5668728,0.4389911,0.7437759,0.8287962,0.32484606,0.89070016,-0.35534072,3.23078,0.9785401,-2.260224,-0.16478617,1.6910894,3.2720797,0.50545186,-2.2317429,-0.08768725,-0.8054549,-1.4153525,-1.8822275,-0.88027525,-0.8824241,2.3107355,1.0181166,-0.03822142,2.2781134,-2.0165057,-2.153226,-1.3721286,0.18332186,3.080778,-0.04427604,1.0961647,-0.7797278,2.7251163,-0.80107,-1.5796779,-1.3446126,0.7310651,3.037153,2.948013,1.8173358,1.6225497,2.5904157,-1.2863942,-2.0736082,0.5480146,-2.2084112,-0.9246026,-6.500968,-0.04172243,1.4592882,-3.1529489,2.1514401,0.19035468,0.8350012,-1.610997,-1.0138755,-0.30981672,-0.30326176,-0.22976127,-2.9204404,1.2190142,2.692426,3.303699,0.9453955,-2.3281596,3.3522284,3.8034544,-0.09973542,-0.017672373,-2.89748,0.005141824,2.378862,0.25370944,-1.464631,-0.7946382,-0.73080087,-1.42376,-0.696291,0.59963816,-0.979035,1.5472785,3.5180597,1.6379437,-0.5891513,-1.5633109,0.806868,3.2758074,4.2405787,-0.46840015,3.7734094,0.527287,-0.33828503,-1.66575,1.5420835,0.5545512,0.56934196,-1.8756112,1.9428158,-0.3664588,1.2435606,0.8054259,0.26294804,3.5465407,-0.3192343,2.1514955,-1.5997472,1.0205052,0.2564414,3.3006823,0.3812758,2.4097466,2.0085647,-1.9138615,-0.11827284,-0.45787576,-3.2559476,1.8288751,-0.056169618,-0.63109815,1.9340638,-0.48373157,0.773368,-1.1535829,-0.1536204,0.6590977,0.22612771,-2.2233853,3.6319838,1.6506758,1.2938074,3.052566,1.8483242,0.33477545,-3.8073528,2.082929,-0.34744418,2.3328922,2.0496888,0.917626,2.557526,1.8664331,2.8549278,-1.4468125,1.5158547,-1.1029685,-1.9198952,-0.22612958,2.0996468,-2.3004906,-2.891273,-0.47575074,-0.23750229,1.7152308,-1.4781162,-0.65784085,-4.1467075,0.037735324,0.7283911,-1.9364556,-4.6066127,0.6683992,1.5018754,3.366792,-1.9284893,-0.15236965,-2.9464946,0.98282987,2.8116045,-3.9019735,0.86827004,0.90373576,-1.0161264,-2.254499,-1.0945479,-0.99636805,1.2902586,-2.6693795,-1.4084408,-1.0334041,2.2249076,-2.2876813,1.782544,0.9471947
see,-2.6920774,2.3504636,1.9757146,-2.835418,-0.70415705,-0.12750065,1.2352959,-2.5472574,-0.72636616,0.73008054,0.66449416,-1.9193811,0.29551396,0.5603281,-2.0269077,-0.53293836,1.4085622,1.1401944,0.8260764,0.78357327,-1.2001188,0.92428076,-2.3157535,2.1588764,-0.009973939,1.8060827,-1.4577888,0.974423,1.9691092,-1.7443067,1.9026133,0.8579959,1.2136182,-2.7121785,-0.26967657,-0.4149059,-1.1833555,0.24158154,1.0628281,-1.1609119,1.7597474,-2.4708388,1.5869362,0.32640776,0.06546205,0.46475175,0.38202947,2.217657,-2.8393404,-1.5867736,0.06486372,-2.4252863,-0.9994681,0.9973121,-1.3889298,-1.1441442,-1.3441135,-0.4287831,1.8340927,1.6071218,0.38777813,-0.5579144,-0.49889365,-0.94290257,-1.4954313,0.6610378,-3.5895908,-1.936525,-0.45395067,0.56119883,1.5996829,-0.024062693,0.10321385,1.2783784,-1.5648392,1.5847962,-2.8083546,-1.4753603,0.005653203,-1.2056491,-1.1103815,2.3898768,2.3165488,0.29760092,-0.30849573,-0.063588664,-0.16075188,-0.37774065,0.90588135,-1.1389924,-2.220934,-1.2236843,0.4525119,1.4684529,0.11134197,-2.3931298,-0.6149196,-0.5508687,-0.26048025,-2.8142629,-0.9308959,-4.461559,0.1596872,0.86161304,1.0931987,1.3769042,-4.134415,1.7903856,-0.3975713,4.8885407,-1.459146,2.2748036,1.3682451,-0.7522372,2.8632,0.025459157,-1.6685376,0.5193951,2.2552176,1.6876307,1.8939121,-1.1683549,1.41379,1.7258487,0.70354885,0.35466957,1.8618742,1.6299924,0.2470263,-0.04829224,-0.5505553,2.0447738,1.927482,0.8284302,1.315138,5.222773,-0.8116019,-0.70663375,0.5618006,-0.23211952,2.002695,0.03559932,0.3645402,-0.9881182,0.20267698,3.2953098,0.15421662,2.5510173,-0.55759656,-0.9752873,-2.2540357,2.2160332,1.2868317,0.26525778,1.8875486,-1.2932005,0.21838485,1.9440535,1.0335323,-3.8418634,0.9002184,3.6256192,-2.706475,4.2689195,2.43193,1.8687129,-0.091024354,0.41631642,0.9921737,1.7260405,2.5440426,1.066221,-1.3440558,0.6028809,-0.29835245,1.3782668,-1.32085,0.07335868,0.97631836,1.9332633,2.6968021,-2.581784,0.30372038,0.9777165,-2.0993798,0.06173903,1.2646513,0.12305862,1.87948,0.20673765,0.75133646,-1.2021285,0.3865362,-0.6648094,-0.35306308,-0.15622388,-0.2038597,0.61535347,-1.0199615,-0.81325966
